Job Number,Borough Name,Count Permits,First Permit Date,Current Date,Age,Permit Expiration Date,Sidewalk Shed/Linear Feet,Construction Material,Current Job Status,BIN Number,Community Board,Latitude Point,Longitude Point,House Number,Street Name,Borough Digit,Block,Lot,Applicant Business Name,ProCert,Source,activity,Commercial,CouncilDistrict
M00900674-I1,MANHATTAN,,7/18/2023,11/4/2025,839,2/1/2026,66.0,,Permit Entire,1079085,103,40.72072,-73.99318,195,BOWERY,1,425,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
M00905373-I1,MANHATTAN,,7/18/2023,11/4/2025,839,3/1/2026,182.0,,Permit Entire,1086838,107,40.78846,-73.97378,188,WEST   88 STREET,1,1218,1,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,06
M00905616-I1,MANHATTAN,,7/18/2023,11/4/2025,839,5/8/2026,100.0,,Permit Entire,1055691,107,40.79897,-73.95976,471,CENTRAL PARK WEST,1,1843,29,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
M00903542-I1,MANHATTAN,,7/18/2023,11/4/2025,839,4/1/2026,35.0,,Permit Entire,1002683,102,40.7194,-74.0008,29,HOWARD STREET,1,209,7502,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,01
M00903568-I1,MANHATTAN,,7/18/2023,11/4/2025,839,7/25/2026,105.0,,Permit Entire,1015219,105,40.75081,-73.9891,151,WEST   34 STREET,1,810,1,360 ENGINEERING P.C.,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
B00901740-I1,BROOKLYN,,7/18/2023,11/4/2025,839,2/1/2026,358.0,,Permit Entire,3002010,302,40.69459,-73.99206,134,PIERREPONT STREET,3,244,7502,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,33
B00905610-I1,BROOKLYN,,7/18/2023,11/4/2025,839,3/2/2026,326.0,,Permit Entire,3201771,315,40.59413,-73.95791,1200,GRAVESEND NECK ROAD,3,7397,85,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,48
X00903699-I1,BRONX,,7/18/2023,11/4/2025,839,3/1/2026,262.0,,Permit Entire,2003314,204,40.83991,-73.92472,132,WEST  169 STREET,2,2518,28,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,16
Q00902208-I1,QUEENS,,7/18/2023,11/4/2025,839,12/6/2025,35.0,,Permit Entire,4044943,403,40.75213,-73.85488,111-29,ROOSEVELT AVENUE,4,1784,20,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,21
Q00902210-I1,QUEENS,,7/18/2023,11/4/2025,839,12/6/2025,145.0,,Permit Entire,4044942,403,40.75215,-73.8548,111-31,ROOSEVELT AVENUE,4,1784,18,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,21
Q00896682-I1,QUEENS,,7/18/2023,11/4/2025,839,6/16/2026,411.0,,Permit Entire,4051292,406,40.73592,-73.8519,105-40,62 ROAD,4,2144,15,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,24
B00872502-I1,BROOKLYN,,7/17/2023,11/4/2025,840,11/16/2025,434.0,,Permit Entire,3002054,302,40.69482,-73.99579,98,MONTAGUE STREET,3,248,15,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,33
M00904907-I1,MANHATTAN,,7/17/2023,11/4/2025,840,2/12/2026,150.0,,Permit Entire,1011999,102,40.73428,-74.00876,684,WASHINGTON STREET,1,637,30,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,03
M00904504-I1,MANHATTAN,,7/14/2023,11/4/2025,843,3/2/2026,165.0,,Permit Entire,1002382,103,40.71634,-73.99987,75,BAXTER STREET,1,199,34,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
S00900687-I1,STATEN ISLAND,,7/13/2023,11/4/2025,844,6/9/2026,340.0,,Permit Entire,5108502,501,40.646,-74.08028,185,ST MARKS PLACE,5,13,8,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts,49
X00900173-I1,BRONX,,7/13/2023,11/4/2025,844,5/8/2026,415.0,,Permit Entire,2004084,201,40.81085,-73.90531,500,SOUTHERN BOULEVARD,2,2600,131,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,08
X00894386-I1,BRONX,,7/13/2023,11/4/2025,844,4/1/2026,24.0,,Permit Entire,2000114,201,40.81339,-73.91387,519,ST ANN'S AVENUE,2,2274,23,DSENY ENGINEERING SERVICES  PC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,08
Q00899075-I1,QUEENS,,7/12/2023,11/4/2025,845,12/22/2025,180.0,,Permit Entire,4303284,414,40.59091,-73.80403,76-02,BEACH CHANNEL DRIVE,4,16080,37,MOHAMMAD AHEAD - PE  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,31
Q00901633-I1,QUEENS,,7/12/2023,11/4/2025,845,9/29/2026,120.0,,Permit Entire,4432165,402,40.74037,-73.91686,47-16,49 STREET,4,2286,11,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,26
M00901141-I1,MANHATTAN,,7/12/2023,11/4/2025,845,1/30/2026,45.0,,Permit Entire,1050141,108,40.78002,-73.94978,1724,2 AVENUE,1,1552,7501,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,05
M00902991-I1,MANHATTAN,,7/12/2023,11/4/2025,845,12/19/2025,1494.0,,Permit Entire,1062307,109,40.82356,-73.95444,626,RIVERSIDE DRIVE,1,2087,78,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts,07
B00902054-I1,BROOKLYN,,7/12/2023,11/4/2025,845,2/28/2026,55.0,,Permit Entire,3074262,304,40.7042,-73.91756,374,STOCKHOLM STREET,3,3260,1,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts,37
B00902383-I1,BROOKLYN,,7/12/2023,11/4/2025,845,2/28/2026,600.0,,Permit Entire,3251682,301,40.70791,-73.95903,225,DIVISION AVENUE,3,2141,19,LAWSON CHRISTIAN,1,DOB NOW,Local Law 11,Other Zoning Districts,34
B00901998-I1,BROOKLYN,,7/11/2023,11/4/2025,846,4/1/2026,247.0,,Permit Entire,3335871,302,40.7027,-73.98437,53,BRIDGE STREET,3,42,1,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,33
B00901290-I1,BROOKLYN,,7/10/2023,11/4/2025,847,11/7/2025,33.0,,Permit Entire,3063578,301,40.70873,-73.95807,293,BROADWAY,3,2460,29,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,34
M00886064-I1,MANHATTAN,,7/10/2023,11/4/2025,847,3/13/2026,135.0,,Permit Entire,1063329,112,40.83738,-73.94562,664,WEST  161 STREET,1,2136,124,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
B00898624-I1,BROOKLYN,,7/8/2023,11/4/2025,849,1/1/2026,95.0,,Permit Entire,3032481,308,40.6704,-73.94183,273,KINGSTON AVENUE,3,1258,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,35
B00899200-I1,BROOKLYN,,7/7/2023,11/4/2025,850,8/15/2026,325.0,,Permit Entire,3397625,314,40.64153,-73.96911,651,CONEY ISLAND AVENUE,3,5141,7501,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,39
M00891391-I1,MANHATTAN,,7/7/2023,11/4/2025,850,6/30/2026,84.0,,Permit Entire,1061777,109,40.82391,-73.95178,561,WEST  141 STREET,1,2073,1,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,07
M00900787-I1,MANHATTAN,,7/7/2023,11/4/2025,850,7/23/2026,88.0,,Permit Entire,1063559,112,40.84713,-73.93782,4162,BROADWAY,1,2145,12,ASR ENGINEERING PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,10
X00899820-I1,BRONX,,7/7/2023,11/4/2025,850,11/16/2025,122.0,,Permit Entire,2054725,212,40.87122,-73.86962,3073,BARKER AVENUE,2,4543,27,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,12
X00896500-I1,BRONX,,7/6/2023,11/4/2025,851,9/8/2026,185.0,,Permit Entire,2027476,209,40.8331,-73.8767,1349,STRATFORD AVENUE,2,3866,49,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,17
Q00897538-I1,QUEENS,,7/6/2023,11/4/2025,851,11/16/2025,789.0,,Permit Entire,4052239,406,40.7232,-73.84519,69-60,108 STREET,4,2214,19,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,29
M00897282-I1,MANHATTAN,,7/6/2023,11/4/2025,851,3/6/2026,43.0,,Permit Entire,1060623,110,40.82796,-73.9371,254,WEST  154 STREET,1,2039,55,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,09
M00864908-I1,MANHATTAN,,7/6/2023,11/4/2025,851,12/31/2025,150.0,,Permit Entire,1054377,111,40.80176,-73.94014,1980,LEXINGTON AVENUE,1,1769,5,NYMS CONSULTING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,09
X00879874-I1,BRONX,,7/5/2023,11/4/2025,852,4/1/2026,1181.0,,Permit Entire,2066190,212,40.88644,-73.84005,3750,BAYCHESTER AVENUE,2,4935,1,AK CONSULTING SERVICES  INC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,12
M00886118-I1,MANHATTAN,,7/3/2023,11/4/2025,854,4/1/2026,160.0,,Permit Entire,1060426,110,40.81992,-73.94178,218,WEST  142 STREET,1,2027,41,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,09
M00897532-I1,MANHATTAN,,6/30/2023,11/4/2025,857,3/31/2026,245.0,,Permit Entire,1024904,105,40.76614,-73.97998,200,WEST   58 STREET,1,1029,36,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,06
M00898679-I1,MANHATTAN,,6/30/2023,11/4/2025,857,3/7/2026,69.0,,Permit Entire,1086170,108,40.78136,-73.95109,1601,3 AVENUE,1,1536,7501,DEN MENDEZ RA,1,DOB NOW,Local Law 11,Commercial District/Overlay,05
X00896715-I1,BRONX,,6/29/2023,11/4/2025,858,12/11/2025,545.0,,Permit Entire,2007807,204,40.84063,-73.91083,1504,SHERIDAN AVENUE,2,2819,1,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts,16
M00890442-I1,MANHATTAN,,6/28/2023,11/4/2025,859,4/1/2026,628.0,,Permit Entire,1037174,106,40.74957,-73.97462,633,3 AVENUE,1,1314,7502,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
M00858170-I1,MANHATTAN,,6/28/2023,11/4/2025,859,12/31/2025,32.0,,Permit Entire,1035327,105,40.75236,-73.98088,8,EAST   41 STREET,1,1275,66,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
B00893602-I1,BROOKLYN,,6/27/2023,11/4/2025,860,4/1/2026,63.0,,Permit Entire,3245137,313,40.57525,-73.97985,1208,SURF AVENUE,3,8694,18,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,47
X00893897-I1,BRONX,,6/27/2023,11/4/2025,860,4/1/2026,356.0,,Permit Entire,2084039,208,40.88812,-73.90456,3840,GREYSTONE AVENUE,2,5779,820,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,11
X00894893-I1,BRONX,,6/26/2023,11/4/2025,861,12/19/2025,60.0,,Permit Entire,2818411,212,40.88368,-73.8624,3802,WHITE PLAINS ROAD,2,4667,48,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,12
M00892790-I1,MANHATTAN,,6/26/2023,11/4/2025,861,6/16/2026,395.0,,Permit Entire,1032680,107,40.78513,-73.97835,219,WEST   81 STREET,1,1229,7502,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,06
M00891651-I1,MANHATTAN,,6/24/2023,11/4/2025,863,6/9/2026,320.0,,Permit Entire,1062469,109,40.83123,-73.94755,3675,BROADWAY,1,2099,29,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,07
M00894738-I1,MANHATTAN,,6/24/2023,11/4/2025,863,5/19/2026,260.0,,Permit Entire,1056560,107,40.79976,-73.96953,884,WEST END AVENUE,1,1875,1,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
M00894663-I1,MANHATTAN,,6/23/2023,11/4/2025,864,3/2/2026,30.0,,Permit Entire,1058188,110,40.81357,-73.94421,170,WEST  133 STREET,1,1917,59,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,09
B00895267-I1,BROOKLYN,,6/23/2023,11/4/2025,864,4/28/2026,195.0,,Permit Entire,3063618,301,40.70711,-73.95243,345,HEWES STREET,3,2464,14,MJE PROFESSIONAL SERVICES,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,34
B00892396-I1,BROOKLYN,,6/23/2023,11/4/2025,864,12/11/2025,337.0,,Permit Entire,3002539,302,40.6926,-73.99346,150,JORALEMON STREET,3,264,17,MSM ENGINEERING SERVICES  PLLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,33
M00893196-I1,MANHATTAN,,6/22/2023,11/4/2025,865,4/1/2026,177.0,,Permit Entire,1009096,102,40.73228,-73.9933,30,EAST   10 STREET,1,561,9,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,02
M00880020-I1,MANHATTAN,,6/22/2023,11/4/2025,865,5/25/2026,52.0,,Permit Entire,1089288,109,40.82123,-73.94544,349,WEST  141 STREET,1,2051,6,PR,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,09
X00889124-I1,BRONX,,6/22/2023,11/4/2025,865,3/25/2026,563.0,,Permit Entire,2013244,206,40.84132,-73.88209,975,EAST TREMONT AVENUE,2,3130,2,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,15
X00887451-I1,BRONX,,6/21/2023,11/4/2025,866,3/31/2026,143.0,,Permit Entire,2130578,201,40.8229,-73.91512,382,EAST  159 STREET,2,2405,18,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,17
X00888178-I1,BRONX,,6/21/2023,11/4/2025,866,12/11/2025,185.0,,Permit Entire,2017751,207,40.87943,-73.88293,45,EAST MOSHOLU PARKWAY NORTH,2,3326,105,MJE PROFESSIONAL SERVICES,1,DOB NOW,Local Law 11,Other Zoning Districts,11
M00892738-I1,MANHATTAN,,6/21/2023,11/4/2025,866,12/20/2025,35.0,,Permit Entire,1077802,102,40.72992,-74.00096,107,MACDOUGAL STREET,1,542,47,ASHRAF CORP,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,02
M00892969-I1,MANHATTAN,,6/20/2023,11/4/2025,867,2/28/2026,88.0,,Permit Entire,1045251,108,40.77211,-73.95358,353,EAST   78 STREET,1,1453,21,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Other Zoning Districts,05
M00825899-I1,MANHATTAN,,6/20/2023,11/4/2025,867,5/25/2026,336.0,,Permit Entire,1083630,105,40.74844,-73.98773,1260,BROADWAY,1,834,11,GEIGER E&A GROUP CORP.,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
M00889489-I1,MANHATTAN,,6/16/2023,11/4/2025,871,4/1/2026,664.0,,Permit Entire,1012154,102,40.73906,-74.00884,95,HORATIO STREET,1,643,1,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
M00891504-I1,MANHATTAN,,6/16/2023,11/4/2025,871,5/19/2026,185.0,,Permit Entire,1087100,105,40.74302,-73.98663,50,MADISON AVENUE,1,856,7501,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,03
M00891284-I1,MANHATTAN,,6/16/2023,11/4/2025,871,5/19/2026,178.0,,Permit Entire,1031567,107,40.78748,-73.96813,291,CENTRAL PARK WEST,1,1203,7502,ASHRAF CORP,1,DOB NOW,Local Law 11,Other Zoning Districts,06
X00890145-I1,BRONX,,6/16/2023,11/4/2025,871,3/2/2026,273.0,,Permit Entire,2098821,204,40.84169,-73.91581,1477,TOWNSEND AVENUE,2,2844,21,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,16
X00890157-I1,BRONX,,6/15/2023,11/4/2025,872,3/2/2026,262.0,,Permit Entire,2008152,204,40.8443,-73.91289,1615,WALTON AVENUE,2,2847,63,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,16
X00890161-I1,BRONX,,6/15/2023,11/4/2025,872,3/2/2026,240.0,,Permit Entire,2092057,204,40.84223,-73.91478,1512,TOWNSEND AVENUE,2,2845,7,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,16
X00888895-I1,BRONX,,6/15/2023,11/4/2025,872,11/19/2025,330.0,,Permit Entire,2000890,201,40.81667,-73.92192,290,EAST 149 STREET,2,2330,16,PR,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,17
X00880057-I1,BRONX,,6/15/2023,11/4/2025,872,2/17/2026,190.0,,Permit Entire,2007870,204,40.84401,-73.91008,155,EAST  173 STREET,2,2824,34,ASHRAF CORP,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,15
X00890201-I1,BRONX,,6/15/2023,11/4/2025,872,3/2/2026,246.0,,Permit Entire,2008123,204,40.84302,-73.91422,1550,TOWNSEND AVENUE,2,2845,20,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,16
M00883647-I1,MANHATTAN,,6/15/2023,11/4/2025,872,1/1/2026,300.0,,Permit Entire,1001862,101,40.71739,-74.00309,366,BROADWAY,1,172,1,URBAN INTEGRATIONS LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
M00645597-S1,MANHATTAN,,6/15/2023,11/4/2025,872,12/30/2025,200.0,,Permit Entire,1041920,108,40.76316,-73.96787,770,LEXINGTON AVENUE,1,1395,17,PATUXENT ENGINEERING  LLC,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
B00882873-I1,BROOKLYN,,6/15/2023,11/4/2025,872,11/9/2025,1414.0,,Permit Entire,3257104,313,40.58116,-73.9731,525,NEPTUNE AVENUE,3,7250,1,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay,47
B00882882-I1,BROOKLYN,,6/15/2023,11/4/2025,872,11/9/2025,1185.0,,Permit Entire,3257105,313,40.58116,-73.9731,2770,WEST    5 STREET,3,7250,1,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay,47
B00888571-I1,BROOKLYN,,6/14/2023,11/4/2025,873,1/16/2026,381.0,,Permit Entire,3328034,305,40.66866,-73.89842,550,SUTTER AVENUE,3,3768,18,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,42
B00888581-I1,BROOKLYN,,6/14/2023,11/4/2025,873,1/24/2026,828.0,,Permit Entire,3084439,305,40.66683,-73.89623,391,GEORGIA AVENUE,3,3787,5,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,42
M00885205-I1,MANHATTAN,,6/14/2023,11/4/2025,873,5/16/2026,604.0,,Permit Entire,1087651,107,40.7718,-73.98992,10,WEST END AVENUE,1,1151,7502,KZ ENGINEERING  PC,1,DOB NOW,Local Law 11,Commercial District/Overlay,06
M00880105-I1,MANHATTAN,,6/14/2023,11/4/2025,873,3/31/2026,84.0,,Permit Entire,1022553,106,40.72806,-73.97365,801,EAST   14 STREET,1,988,1,RICHARD PUSWALD PE,1,DOB NOW,Local Law 11,Other Zoning Districts,04
M00880106-I1,MANHATTAN,,6/14/2023,11/4/2025,873,3/31/2026,65.0,,Permit Entire,1004351,103,40.72675,-73.97281,800,EAST   14 STREET,1,367,100,RICHARD PUSWALD PE,1,DOB NOW,Local Law 11,Other Zoning Districts,02
M00878615-I1,MANHATTAN,,6/14/2023,11/4/2025,873,4/1/2026,111.0,,Permit Entire,1056643,107,40.80137,-73.96642,220,WEST  107 STREET,1,1878,42,ENTHINK ENGINEERING LLC,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
X00873449-I1,BRONX,,6/14/2023,11/4/2025,873,11/24/2025,940.0,,Permit Entire,2005089,202,40.81374,-73.90016,660,FOX STREET,2,2683,65,SIGMA ENGINEERING P.C.,0,DOB NOW,Construction or Maintenance,Other Zoning Districts,17
X00890169-I1,BRONX,,6/14/2023,11/4/2025,873,3/2/2026,154.0,,Permit Entire,2008130,204,40.84242,-73.91423,1525,WALTON AVENUE,2,2845,70,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,16
X00890180-I1,BRONX,,6/14/2023,11/4/2025,873,3/2/2026,306.0,,Permit Entire,2008143,204,40.84274,-73.91507,1525,TOWNSEND AVENUE,2,2846,61,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,16
X00890151-I1,BRONX,,6/14/2023,11/4/2025,873,3/2/2026,91.0,,Permit Entire,2008127,204,40.84333,-73.91358,1563,WALTON AVENUE,2,2845,45,ENTHINK ENGINEERING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,16
X00890137-I1,BRONX,,6/14/2023,11/4/2025,873,3/2/2026,253.0,,Permit Entire,2008110,204,40.84169,-73.91581,1465,TOWNSEND AVENUE,2,2844,21,ENTHINK ENGINEERING LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,16
X00888287-I1,BRONX,,6/13/2023,11/4/2025,874,2/8/2026,276.0,,Permit Entire,2092102,205,40.8466,-73.92253,140,WEST  174 STREET,2,2877,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,14
X00888292-I1,BRONX,,6/13/2023,11/4/2025,874,2/8/2026,105.0,,Permit Entire,2092106,205,40.8466,-73.92253,150,WEST  174 STREET,2,2877,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,14
X00888296-I1,BRONX,,6/13/2023,11/4/2025,874,2/8/2026,190.0,,Permit Entire,2092103,205,40.8466,-73.92253,160,WEST  174 STREET,2,2877,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,14
X00888302-I1,BRONX,,6/13/2023,11/4/2025,874,2/8/2026,228.0,,Permit Entire,2092105,205,40.8466,-73.92253,1551,UNIVERSITY AVENUE,2,2877,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,14
X00888307-I1,BRONX,,6/13/2023,11/4/2025,874,2/8/2026,79.0,,Permit Entire,2092107,205,40.8466,-73.92253,156,WEST  174 STREET,2,2877,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,14
X00888312-I1,BRONX,,6/13/2023,11/4/2025,874,2/8/2026,73.0,,Permit Entire,2092104,205,40.8466,-73.92253,1535,UNIVERSITY AVENUE,2,2877,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,14
X00888314-I1,BRONX,,6/13/2023,11/4/2025,874,2/8/2026,190.0,,Permit Entire,2092108,205,40.8466,-73.92253,164,WEST  174 STREET,2,2877,1,JOEL PHAGOO P.E. PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,14
X00851656-I1,BRONX,,6/13/2023,11/4/2025,874,1/20/2026,90.0,,Permit Entire,2003635,201,40.80658,-73.91617,597,EAST  138 STREET,2,2551,65,ASHRAF CORP,1,DOB NOW,Local Law 11,Commercial District/Overlay,08
M00879730-I1,MANHATTAN,,6/13/2023,11/4/2025,874,12/31/2025,206.0,,Permit Entire,1001352,101,40.71036,-74.00501,170,WILLIAM STREET,1,100,1,Not Applicable,1,DOB NOW,Local Law 11,Commercial District/Overlay,01
M00879822-I1,MANHATTAN,,6/13/2023,11/4/2025,874,3/10/2026,424.0,,Permit Entire,1046407,108,40.76963,-73.95133,500,EAST   77 STREET,1,1488,1,PR,1,DOB NOW,Local Law 11,Other Zoning Districts,05
M00885805-I1,MANHATTAN,,6/13/2023,11/4/2025,874,2/27/2026,214.0,,Permit Entire,1033149,107,40.78852,-73.97774,530,WEST END AVENUE,1,1233,7501,PR,1,DOB NOW,Local Law 11,Other Zoning Districts,06
M00883751-I1,MANHATTAN,,6/13/2023,11/4/2025,874,1/1/2026,87.0,,Permit Entire,1088006,111,40.79228,-73.93901,342,EAST  110 STREET,1,1681,7502,URBAN INTEGRATIONS LLC,1,DOB NOW,Local Law 11,Other Zoning Districts,08
M00887279-I1,MANHATTAN,,6/13/2023,11/4/2025,874,12/3/2025,104.0,,Permit Entire,1036445,106,40.75568,-73.97177,155,EAST   49 STREET,1,1304,29,PR,1,DOB NOW,Local Law 11,Commercial District/Overlay,04
B00887068-I1,BROOKLYN,,6/13/2023,11/4/2025,874,1/24/2026,602.0,,Permit Entire,3084284,305,40.66829,-73.89719,340,GEORGIA AVENUE,3,3769,30,IKRA CONSULTING LLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,42
B00870940-I1,BROOKLYN,,6/13/2023,11/4/2025,874,3/31/2026,200.0,,Permit Entire,3068360,301,40.71581,-73.95034,240,MEEKER AVENUE,3,2746,39,PAUL PERDEK  PROF. ENG. PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,34
B00880327-I1,BROOKLYN,,6/13/2023,11/4/2025,874,12/31/2025,779.0,,Permit Entire,3842240,302,40.70464,-73.98098,15,HUDSON AVENUE,3,6,1,G. BLINN CONSULTING  LLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,33
M00888610-I1,MANHATTAN,,6/12/2023,11/4/2025,875,5/16/2026,70.0,,Permit Entire,1087126,108,40.76255,-73.95574,1188,YORK AVENUE,1,1480,10,MOHAMMAD AHEAD - PE  PLLC,1,DOB NOW,Local Law 11,Other Zoning Districts,05
M00874373-I1,MANHATTAN,,6/12/2023,11/4/2025,875,6/10/2026,110.0,,Permit Entire,1059667,109,40.81134,-73.96055,532,WEST  122 STREET,1,1976,56,MOHAMMAD AHEAD - PE  PLLC,1,DOB NOW,Construction or Maintenance,Other Zoning Districts,07
M00879952-I1,MANHATTAN,,6/10/2023,11/4/2025,877,3/10/2026,24.0,,Permit Entire,1061143,109,40.82472,-73.94385,722,SAINT NICHOLAS AVENUE,1,2053,70,AP PROFESSIONAL ENG PLLC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,09
X00886610-I1,BRONX,,6/10/2023,11/4/2025,877,4/1/2026,77.0,,Permit Entire,2004708,203,40.82668,-73.90207,765,EAST  166 STREET,2,2661,58,KZ ENGINEERING  PC,1,DOB NOW,Construction or Maintenance,Commercial District/Overlay,17
